Id;cod_ind_p;nome_ind_p;definicao_p;inter_p;met_calc_p;fonte_p;valor_ref_p;period_p;atuali_p;period_c_p;abrang_g_p;nivel_a_p;dimen_p;limit_p;bibli_p;quest_pen_p;bobs_p;periodo_inic;periodo_fin;sexo;ajuste;cobertura;renda;escolaridade;situacao;pnad;sus;especialista;esfera;fxetaria;tabela;erro;porte;status
117;Z12;Médicos;Número de médicos, por 1.000 habitantes, em determinado espaço geográfico, no ano considerado.;1 - Indica a relação entre a oferta de médicos e a população residente na mesma área geográfica. 2 - Permite identificar a concentração de médicos segundo a área geográfica.;Numerador: número de médicos X 1.000. Denominador: população total residente.;CNES.;O documento Critérios e Parâmetros para o Planejamento e Programação de Ações e Serviços de Saúde no âmbito do Sistema Único de Saúde, publicado pela Portaria nº 1.631, de 1º. de outubro de 2015, lista os parâmetros relativos ao quantitativo de médicos especialistas, consultas e exames especializados. Anteriormente à Portaria nº 1.631, os parâmetros eram definidos pela Portaria GM/MS nº 1.101, de 12 de junho de 2002, que recomendava a relação médico generalista de 0,8/1.000 habitantes e de médico especialista de 0,2/1.000 habitantes.;Mensal.;Anual.;2008 - 2017;Brasil, Grandes Regiões e UFs.;;Recursos Humanos.;1 - Inexistem padrões nacionais ou internacionais validados. Alguns deles, que têm sido usados para comparação (por exemplo, pelo menos um médico por mil habitantes), não se aplicam a todas as realidades. 2 - Desconhece-se a existência de processos de verificação do exercício efetivo da atividade profissional conduzidos pelos conselhos. 3 - Não discrimina os profissionais em atividade assistencial ou gerencial. 4 - Há possibilidade de imprecisões como duplicação de registro, em decorrência do processo de consolidação nacional dos dados, que é feita por solicitação anual do Ministério da Saúde diretamente aos conselhos regionais de cada categoria profissional.;;;;2008;2017;0;0;3;0;0;0;;1;0;0;0;1;0;0;S
118;Z13;Hospitais por porte e tipo de financiamento;Número de estabelecimentos hospitalares, segundo categorias de porte definidas e tipo de financiamento (SUS, plano de saúde/particular ou misto), em determinado espaço geográfico, no ano considerado.;;Número de hospitais segundo categorias de porte hospitalar (até 49, de 50 a 99, de 100 a 199, e com 200 leitos ou mais) e segundo tipo de financiamento (SUS, plano de saúde/particular ou misto);CNES.;;Mensal, a partir de 2005.;Anual, considerando a competência de julho.;2007 - 2017;Brasil, Grandes Regiões e UFs.;;Recursos físicos.;;Machado, Juliana Pires. O arranjo público-privado no Brasil e a qualidade da assistência hospitalar em São Paulo e no Rio Grande do Sul. Tese (Doutorado) - Escola Nacional de Saúde Pública Sergio Arouca, Rio de Janeiro, 2014.;;;2007;2017;0;0;3;0;0;0;;2;0;0;0;1;0;1;S
119;M01;Mortalidade infantil;Taxa de mortalidade de menores de um ano de idade, por 1.000 nascidos vivos, na população residente em determinado espaço geográfico, no ano considerado.;1 - Estima o risco de um nascido vivo morrer durante o seu primeiro ano de vida. 2 - Altas taxas de mortalidade infantil refletem, de maneira geral, baixos níveis de saúde, de desenvolvimento socioeconômico e de condições de vida. Taxas reduzidas também podem encobrir más condições de vida em segmentos sociais específicos.;Numerador: número de óbitos de residentes de menos de 1 ano de idade X 1.000. Denominador: número de nascidos vivos de mães residentes.;SIM, SINASC e Busca Ativa.;A Agenda 2030 para o Desenvolvimento Sustentável, da Organização das Nações Unidas (ONU), definiu entre as metas do Objetivo 3 (Assegurar uma vida saudável e promover o bem-estar para todas e todos, em todas as idades) a redução da mortalidade neonatal para pelo menos 12 por 1.000 nascidos vivos e a mortalidade de crianças menores de 5 anos para pelo menos 25 por 1.000 nascidos vivos. Link: https://nacoesunidas.org/pos2015/ods3/;Mensal.;Anual.;2000 - 2016;Brasil, Grandes Regiões e UFs.;;Mortalidade.;;;De 2000 a 2013, foram utilizados dados estimados pelo projeto de Busca Ativa do Ministério da Saúde e Fiocruz. De 2014 a 2016, dados estimados pelo MS/SVS/CGIAE utilizando a metodologia do Busca Ativa. Nota: O CGI Demográfico e o de Mortalidade da RIPSA, consideraram as Unidades da Federação Espírito Santo, Rio de Janeiro, São Paulo, Paraná, Santa Catarina, Rio Grande do Sul, Mato Grosso do Sul e Distrito Federal com boa qualidade de informação no SIM e no Sinasc, permitindo o cálculo direto de indicadores para estas Unidades da Federação. Assim, nesse período essas Unidades da Federação apresentam taxas de 100% de cobertura, pois não foram realizadas estimativas corrigidas pelo Busca Ativa.;Este indicador integra o rol da pactuação interfederativa de indicadores para os anos de 2017-2021 (Resolução CIT n°8, de 24 de novembro de 2016).;2000;2016;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
120;H03;Item cirúrgico retido no corpo;Número total de internações na população com 18 anos ou mais de idade com registro de diagnóstico primário ou secundário de corpo estranho deixado acidentalmente em cavidade corporal ou em ferida operatória subsequente a procedimento reação aguda à substância estranha deixada acidentalmente durante um procedimento ou objeto estranho deixado acidentalmente no corpo durante a prestação de cuidados cirúrgicos e médicos, na população residente em determinado espaço geográfico, no ano considerado.;;Número total de internações na população com 18 anos ou mais de idade com registro de diagnóstico primário ou secundário CID-10 T81.5, T81.6 ou Y61.;SIH-SUS.;;Mensal.;Anual.;2006 - 2017;Brasil, Grandes Regiões e UFs.;;Segurança.;;;;;2006;2017;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
121;H04;Úlcera por pressão;Número total de internações na população de 18 anos ou mais de idade com tempo de permanência maior que 4 dias de internação e com diagnóstico de úlcera de decúbito, em determinado espaço geográfico, no ano considerado.;;Número total de internações na população de 18 anos ou mais de idade com tempo de permanência maior que 4 dias de internação e com diagnóstico de úlcera de decúbito (CID-10 L89). Foram excluídas as internações cujo diagnóstico principal pertencem aos seguintes capítulos da CID-10: 12 (doenças da pele e tecidos) e 15 (gravidez, parto e puerpério). Também foram excluídas as internações com diagnósticos principal ou secundário de hemiplegia e paraplegia (CID-10 G04.1, G11.4, G80.1, G80.2, G81.0-G81.9, G82.0-G82.5, G83.0-G83.4, G83.9).;SIH-SUS.;Segundo o Protocolo para prevenção de úlcera por pressão (BRASIL, 2013), as taxas de incidência e prevalência na literatura apresentam variações em função de características dos pacientes e do nível de cuidado. Em cuidados de longa permanência, as taxas de prevalência variam entre 2,3% e 28% e as taxas de incidência entre 2,2 % e 23,9%. Já em cuidados agudos, as taxas de prevalência variam de 10 a 18% e as de incidência entre 0,4% e 38%. Já no nível de atenção domiciliar, as taxas de prevalência variam de 0% a 29% e as de incidência entre 0% e 17%.;Mensal.;Anual.;2006 - 2017;Brasil, Grandes Regiões e UFs.;;Segurança.;;BRASIL. Protocolo para prevenção de úlcera por pressão. Ministério da Saúde, 2013. Disponível em: http://portalarquivos.saude.gov.br/images/pdf/2014/julho/03/PROTOCOLO-ULCERA-POR-PRESS--O.pdf;O Programa Nacional de Segurança do Paciente (PNSP), instituído pela Portaria GM/MS nº 529/2013, objetiva contribuir para a qualificação do cuidado em saúde em todos os estabelecimentos de saúde do território nacional. Entre os seus protocolos, encontra-se o Protocolo para prevenção de úlcera por pressão desenvolvido em conjunto pelo Ministério da Saúde, pela Anvisa e pelo Proqualis/Fiocruz, e aprovado em julho de 2013, com a finalidade de promover a prevenção da ocorrência de úlcera por pressão (UPP) e outras lesões da pele.;;2006;2017;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
122;B20;Mortalidade hospitalar por infarto do miocárdio;Percentual de óbitos hospitalares entre internações de pacientes com 45 anos ou mais com tempo de permanência de até 30 dias, por infarto do miocárdio, por 100 internações, por local de ocorrência, no ano considerado.;Há evidências de que altas taxas podem indicar problemas relacionados ao adequado processo do cuidado na fase aguda, pois o cuidado recomendado no momento certo melhora a sobrevida e prognóstico.;Numerador: número de óbitos entre internações de pacientes com 45 anos ou mais com tempo de permanência de até 30 dias com diagnóstico principal CID-10 I21 ou I22. Denominador: número de internações de pacientes com 45 anos ou mais com tempo de permanência de até 30 dias.;SIH-SUS.;;Mensal.;Mensal.;2000 - 2017;Brasil, Grandes Regiões e UFs.;;Efetividade.;1 - Óbitos ocorridos nos serviços de emergência e pré-hospitalares frequentemente não são registrados no SIH-SUS, o que impacta o cálculo do indicador. 2 - Ajuste de risco do indicador restrito a idade e sexo.;1 - IQI Guide 47 Version 3.1 (March 12, 2007) AHRQ Quality Indicators Web Site: http://www.qualityindicators.ahrq.gov. 2 - OECD/EU (2016), Mortality following acute myocardial infarction (AMI). In: Health at a Glance: Europe 2016: State of Health in the EU Cycle, OECD Publishing, Paris. DOI: http://dx.doi.org/10.1787/health_glance_eur-2016-41-en. 3 - Proqualis, Indicadores clínicos, portal: https://proqualis.net/indicadores-cl%C3%ADnicos;Indicador ajustado por idade e sexo, embora outros fatores de risco do paciente possam afetar o prognóstico e resultado do cuidado hospitalar agudo.;;2000;2017;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
123;B21;Mortalidade hospitalar por AVC hemorrágico;Percentual de óbitos hospitalares entre internações de pacientes com 45 anos ou mais com tempo de permanência de até 30 dias, por AVC hemorrágico, por 100 internações, por local de ocorrência, no ano considerado.;Mortalidade hospitalar associada ao acidente vascular cerebral (AVC) em até 30 dias da admissão é uma das principais causas de morte e vem sendo monitorada em diversos países. Embora os sintomas sejam similares, há diferenças na fisiopatologia, tipo de cuidado e prognóstico, assim constrói-se indicadores separados ou estratificados para o AVC isquêmico e hemorrágico. Em geral, o AVC hemorrágico causa danos cerebrais mais rápidos e de maior magnitude, mas estima-se que o AVC isquêmico represente cerca de 80% de todos os casos de AVC. Altas taxas podem indicar problemas na qualidade relacionados ao adequado processo do cuidado na fase aguda, pois o cuidado recomendado no momento certo melhora a sobrevida e prognóstico.;Numerador: número de óbitos entre internações de pacientes com 45 anos ou mais com tempo de permanência de até 30 dias com diagnóstico principal CID-10 I61-I62. Denominador: número de internações de pacientes com 45 anos ou mais com tempo de permanência de até 30 dias.;SIH-SUS.;;Mensal.;Mensal.;2000 - 2017;Brasil, Grandes Regiões e UFs.;;Efetividade.;1 - Óbitos ocorridos nos serviços de emergência e pré-hospitalares frequentemente não são registrados no SIH-SUS, o que impacta o cálculo do indicador. 2 - Problemas na qualidade da codificação diagnóstica do AVC concorrem para a preponderância do código da CID-10 I64, que não especifica se o AVC foi isquêmico ou hemorrágico. 3 - Ajuste de risco do indicador restrito a idade e sexo.;1 - IQI Guide 47 Version 3.1 (March 12, 2007) AHRQ Quality Indicators Web Site: http://www.qualityindicators.ahrq.gov. 2 - OECD/EU (2016), Mortality following stroke. In: Health at a Glance: Europe 2016: State of Health in the EU Cycle, OECD Publishing, Paris. DOI: http://dx.doi.org/10.1787/health_glance_eur-2016-42-en. 3 - OECD (2017), “Mortality following ischaemic stroke”, in Health at a Glance 2017: OECD Indicators, OECD Publishing, Paris. DOI: http://dx.doi.org/10.1787/health_glance-2017-33-en. 4 - Proqualis, Indicadores clínicos, portal: https://proqualis.net/indicadores-cl%C3%ADnicos.;Indicador ajustado por idade e sexo, embora outros fatores de risco do paciente possam afetar o prognóstico e resultado do cuidado hospitalar agudo.;;2000;2017;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
124;B22;Mortalidade hospitalar por AVC isquêmico;Percentual de óbitos hospitalares entre internações de pacientes com 45 anos ou mais com tempo de permanência de até 30 dias, por AVC isquêmico, por 100 internações, por local de ocorrência, no ano considerado.;Mortalidade hospitalar associada ao acidente vascular cerebral (AVC) em até 30 dias da admissão é uma das principais causas de morte e vem sendo monitorada em diversos países. Embora os sintomas sejam similares, há diferenças na fisiopatologia, tipo de cuidado e prognóstico, assim constrói-se indicadores separados ou estratificados para o AVC isquêmico e hemorrágico. Em geral, o AVC hemorrágico causa danos cerebrais mais rápidos e de maior magnitude, mas estima-se que o AVC isquêmico represente cerca de 80% de todos os casos de AVC. Altas taxas podem indicar problemas na qualidade relacionados ao adequado processo do cuidado na fase aguda, pois o cuidado recomendado no momento certo melhora a sobrevida e prognóstico.;Numerador: número de óbitos entre internações de pacientes com 45 anos ou mais com tempo de permanência de até 30 dias com diagnóstico principal CID-10 I63-I64. Denominador: número de internações de pacientes com 45 anos ou mais com tempo de permanência de até 30 dias.;SIH-SUS.;;Mensal.;Mensal.;2000 - 2017;Brasil, Grandes Regiões e UFs.;;Efetividade.;1 - Óbitos ocorridos nos serviços de emergência e pré-hospitalares frequentemente não são registrados no SIH-SUS, o que impacta o cálculo do indicador. 2 - Problemas na qualidade da codificação diagnóstica do AVC concorrem para a preponderância do código da CID-10 I64, que não especifica se o AVC foi isquêmico ou hemorrágico. 3 - Considerando que o AVC isquêmico é mais frequente, optou-se por utilizar esse código unicamente no cálculo da mortalidade hospitalar por AVC isquêmico, estratégia igual a adotada pela OCDE (2017). 4 - Ajuste de risco do indicador restrito a idade e sexo.;1 - IQI Guide 47 Version 3.1 (March 12, 2007) AHRQ Quality Indicators Web Site: http://www.qualityindicators.ahrq.gov. 2 - OECD/EU (2016), Mortality following stroke. In: Health at a Glance: Europe 2016: State of Health in the EU Cycle, OECD Publishing, Paris. DOI: http://dx.doi.org/10.1787/health_glance_eur-2016-42-en. 3 - OECD (2017), “Mortality following ischaemic stroke”, in Health at a Glance 2017: OECD Indicators, OECD Publishing, Paris. DOI: http://dx.doi.org/10.1787/health_glance-2017-33-en. 4 - Proqualis, Indicadores clínicos, portal: https://proqualis.net/indicadores-cl%C3%ADnicos.;Indicador ajustado por idade e sexo, embora outros fatores de risco do paciente possam afetar o prognóstico e resultado do cuidado hospitalar agudo.;;2000;2017;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
125;B23;Número de casos novos de Aids em menores de 5 anos;Número de casos novos de Aids em menores de 5 anos de idade em determinado ano de diagnóstico e local de residência.;1 - Expressa o numero de casos novos de AIDS, na população de menores de 5 anos de idade, residente em determinado local, no ano considerado. 2 - Mede o risco de ocorrência de casos novos de AIDS nessa população. 3 - Indica a efetividade do Programa Nacional de DST/Aids.;Número absoluto de casos novos de aids em menores de 5 anos de idade em determinado ano de diagnóstico e local de residência.;SINAN, sendo que desde 2005 os dados do SINAN são complementados com dados de outros sistemas de informação (Siclom, Siscel e SIM).;O parâmetro nacional para referência é de uma redução de 10% a cada ano. Fonte: http://www.conass.org.br/guiainformacao/notas_tecnicas/NT-17-AIDS-Indicadores-operacionais.pdf;Anual.;Anual.;2000 - 2016;Brasil, Grandes Regiões e UFs.;;Efetividade.;;;1 - Exige, em geral, que a confirmação de casos se realize através de testes laboratoriais específicos (sorologia para detectar anticorpos e antígenos, e isolamento do HIV). 2 - Está sujeita às condições técnico-operacionais do sistema de saúde em cada área geográfica para a detecção, notificação, investigação e confirmação laboratorial de casos de aids em menores de 5 anos. 3 - Deve-se considerar, na análise de séries históricas, a capacidade diagnóstica do serviço de saúde e da agilidade da vigilância epidemiológica em captar e notificar os casos diagnosticados. Eventual redução na incidência observada nos últimos anos pode resultar, em parte, do atraso na notificação dos casos, devendo-se ter cautela na análise de dados mais recentes. 4 - Os dados utilizados nesse indicador não estão desagregados por forma de transmissão.;Este indicador integra o rol da pactuação interfederativa de indicadores para os anos de 2017-2021 (Resolução CIT n°8, de 24 de novembro de 2016).;2000;2016;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
126;A55;Cobertura populacional estimada pelas equipes de Atenção Básica;Percentual da população coberta pela Atenção Básica, em determinado espaço geográfico, no ano considerado.;Este indicador considera a centralidade da Atenção Básica no SUS, com a proposta de constituir-se como ordenadora do cuidado nos sistemas loco regionais de Saúde e eixo estruturante de programas e projetos além de favorecer a capacidade resolutiva e os processos de territorialização e regionalização em saúde.;Numerador: nº de equipes de Saúde da Família x 3.450 + (número de equipes de Atenção Básica + número de equipes de Saúde da Família equivalente) x 3.000 X 100. Denominador: população população total residente. *É considerado para as eSF o parâmetro de 3.450, e para as equipes eAB e eSF parametrizadas o parâmetro é de 3.000.;Departamento de Atenção Básica - DAB/SAS/MS.;;Mensal.;Anual.;2000 - 2017;Brasil, Grandes Regiões e UFs.;;Acesso.;;;;Este indicador integra o rol da pactuação interfederativa de indicadores para os anos de 2017-2021 (Resolução CIT n°8, de 24 de novembro de 2016).;2000;2017;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
127;H02;Trauma obstétrico no parto normal;Número de internações para parto normal com registro de laceração de períneo de terceiro ou quarto graus, em determinado espaço geográfico, no ano considerado.;;Número de internações para parto normal com diagnóstico principal ou secundário de laceração de períneo de terceiro ou quarto graus (CID-10 O70.2 e O70.3). Procedimentos: 03.10.01.003-9, 03.10.01.004-7 e 3. 03.10.01.004-7. Foram excluídas as internações cujos diagnósticos secundário e primário de laceração de períneo eram iguais, e, portanto, repetidos.;SIH-SUS.;;Mensal.;Anual.;2007 - 2017;Brasil, Grandes Regiões e UFs.;;Segurança.;;;;;2007;2017;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
128;M15;Mortalidade neonatal;Taxa de mortalidade de até 27 dias de vida completos, por 1.000 nascidos vivos, na população residente em determinado espaço geográfico, no ano considerado.;1 - Estima o risco de um nascido vivo morrer até os 27 dias de vida. 2 - Reflete, de maneira geral, as condições socioeconômicas e de saúde da mãe, bem como a inadequada assistência pré-natal, ao parto e ao recém-nascido.;Numerador: número de óbitos de residentes de até 27 dias de idade X 1.000. Denominador: número de nascidos vivos de mães residentes.;SIM, SINASC e Busca Ativa.;A Agenda 2030 para o Desenvolvimento Sustentável, da Organização das Nações Unidas (ONU), definiu entre as metas do Objetivo 3 (Assegurar uma vida saudável e promover o bem-estar para todas e todos, em todas as idades) a redução da mortalidade neonatal para pelo menos 12 por 1.000 nascidos vivos e a mortalidade de crianças menores de 5 anos para pelo menos 25 por 1.000 nascidos vivos. Link: https://nacoesunidas.org/pos2015/ods3/;Mensal.;Anual.;2000 - 2016;Brasil, Grandes Regiões e UFs.;;Mortalidade.;1 - Requer correção da subenumeração de óbitos e de nascidos vivos (esta em menor escala), para o cálculo direto da taxa a partir de dados de sistemas de registro contínuo, especialmente nas regiões Norte e Nordeste. Essas circunstâncias impõem o uso de cálculos indiretos, baseados na mortalidade proporcional por idade, em relação à taxa de mortalidade infantil estimada por métodos demográficos específicos. 2 - Com relação às estimativas da mortalidade infantil, envolve dificuldades metodológicas e imprecisões inerentes às técnicas utilizadas, cujos pressupostos podem não se cumprir, por mudanças na dinâmica demográfica. A imprecisão é maior no caso de pequenas populações.;;De 2000 a 2013, foram utilizados dados estimados pelo projeto de Busca Ativa do Ministério da Saúde e Fiocruz. De 2014 a 2016, dados estimados pelo MS/SVS/CGIAE utilizando a metodologia do Busca Ativa. Nota: O CGI Demográfico e o de Mortalidade da RIPSA, consideraram as Unidades da Federação Espírito Santo, Rio de Janeiro, São Paulo, Paraná, Santa Catarina, Rio Grande do Sul, Mato Grosso do Sul e Distrito Federal com boa qualidade de informação no SIM e no Sinasc, permitindo o cálculo direto de indicadores para estas Unidades da Federação. Assim, nesse período essas Unidades da Federação apresentam taxas de 100% de cobertura, pois não foram realizadas estimativas corrigidas pelo Busca Ativa.;;2000;2016;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
